"Z","U","X"
"79",19,0.258786699117786,0
"80",22,0.216779794207519,0
"81",20,0.234726652423041,0
"82",19,0.254346120143148,0
"83",21,0.217910031099205,0
"84",24,0.192086079669062,0
"85",20,0.230975524150911,0
"86",18,0.258479525908379,0
"87",21,0.255047991412552,1
"88",19,0.267027391552272,1
"89",17,0.253389777664188,0
"90",18,0.254609447844561,0
"91",19,0.268890859248529,1
"92",18,0.271539774566849,0
"93",22,0.222841453712644,0
"94",22,0.223031093482946,0
"95",22,0.237639883068455,1
"96",22,0.253959036648212,1
"97",22,0.213368447791495,0
"98",23,0.214236897840175,1
"99",22,0.232563843794381,1
"100",21,0.225766629986988,0
"101",18,0.292352666089753,1
"102",18,0.289733179667175,1
"103",22,0.240245287833001,1
"104",17,0.293051074691701,1
"105",21,0.219828954296245,0
"106",19,0.238284046665649,0
"107",18,0.25369492515754,0
"108",23,0.211694511073196,0
"109",20,0.26842853584233,1
"110",20,0.253253210317121,1
"111",20,0.254054715639741,1
"112",17,0.296548131245465,1
"113",21,0.27437853728252,1
"114",16,0.310151026506589,1
"115",21,0.255479481430598,1
"116",20,0.243930770546757,0
"117",21,0.242931228414555,1
"118",19,0.287876887991603,1
"119",20,0.258153328873224,1
"120",18,0.266082456493394,0
"121",22,0.214105831226287,0
"122",19,0.25927214514908,0
"123",23,0.222144980509271,1
"124",22,0.234875895268887,1
"125",15,0.303708637584431,0
"126",20,0.286111142943849,1
"127",20,0.233053223349993,0
"128",20,0.230562785022977,0
"129",20,0.232602828385764,0
"130",19,0.281099402220125,1
"131",17,0.265990486671702,0
"132",20,0.28490926750863,1
"133",17,0.284743890239791,0
"134",23,0.186828091440034,0
"135",20,0.261365240193736,1
"136",19,0.245863617209167,0
"137",21,0.240216103629401,1
"138",20,0.284154768610629,1
"139",20,0.271202019541976,1
"140",21,0.240565065310971,1
"141",22,0.216838314353138,0
"142",18,0.253613912482436,0
"143",21,0.252654453919151,1
"144",19,0.24298416306079,0
"145",24,0.19920086446995,0
"146",21,0.221048625394165,0
"147",21,0.212667975443168,0
"148",19,0.282522606790882,1
"149",20,0.263898799762551,1
"150",21,0.26792393095284,1
"151",21,0.245518277664142,1
"152",21,0.216362820144396,0
"153",23,0.200227690556348,0
"154",19,0.264130110931834,1
"155",20,0.245877418687782,0
"156",22,0.23911397181551,1
"157",20,0.23110982727877,0
"158",17,0.288431348531012,1
"159",18,0.26669020035824,0
"160",24,0.234442460407169,1
"161",20,0.237842986757415,0
"162",22,0.20935603500525,0
"163",17,0.311300968317525,1
"164",19,0.288755447943938,1
"165",18,0.258783423413344,0
"166",20,0.234533561468096,0
"167",26,0.157427306963778,0
"168",21,0.257903774072979,1
"169",18,0.274083467698549,0
"170",20,0.234132759763361,0
"171",15,0.289422987920827,0
"172",19,0.258401733943134,0
"173",22,0.199223414443895,0
"174",18,0.296495581111821,1
"175",20,0.244066270756349,0
"176",15,0.337236166301504,1
"177",18,0.278891918389388,1
"178",19,0.263014183608261,1
"179",20,0.281146927583994,1
"180",14,0.346312616040028,1
"181",20,0.247573759186928,0
"182",21,0.209535253192082,0
"183",18,0.265284503376623,0
"184",20,0.224286681647016,0
"185",23,0.210200703858196,0
"186",20,0.196854553391479,0
"187",21,0.252560869914476,1
"188",24,0.241137236750631,1
"189",17,0.281732523080227,0
"190",21,0.234572633298606,0
"191",21,0.253119329758727,1
"192",19,0.248928785082847,0
"193",18,0.253923025998431,0
"194",20,0.262403875798957,1
"195",18,0.252857185657192,0
"196",22,0.233133570097221,1
"197",21,0.24720436359101,1
"198",23,0.22634483745361,1
"199",22,0.254878116656479,1
"200",19,0.2816474905387,1
"201",15,0.30480292976376,0
"202",22,0.227189084428846,1
"203",19,0.252207725859767,0
"204",19,0.284244435505391,1
"205",20,0.263072468392645,1
"206",18,0.266356308404579,0
"207",22,0.226676530928962,1
"208",20,0.280625138237009,1
"209",16,0.299172763486643,0
"210",19,0.240752131221133,0
"211",18,0.240765841505418,0
"212",22,0.22649295175766,1
"213",19,0.284757436200865,1
"214",19,0.258807513959863,0
"215",19,0.292125199042613,1
"216",15,0.319230494433832,1
"217",21,0.240922614543024,1
"218",19,0.252229456022917,0
"219",20,0.251817021396794,1
"220",19,0.256127075376885,0
"221",19,0.247516401568086,0
"222",21,0.242834481341881,1
"223",19,0.248979661010209,0
"224",21,0.197591060782818,0
"225",22,0.216505436223506,0
"226",19,0.293565809313255,1
"227",20,0.268551834804467,1
"228",21,0.253487408815525,1
"229",19,0.253154946779722,0
"230",19,0.23109404224367,0
"231",18,0.244592570079392,0
"232",18,0.283237388101209,1
"233",19,0.243226460395111,0
"234",20,0.214432417825656,0
"235",24,0.200609062491132,1
"236",20,0.243111012309272,0
"237",20,0.218464044881292,0
"238",19,0.271222928723446,1
"239",17,0.310608037919162,1
"240",22,0.227806703093517,1
"241",19,0.24753332919954,0
"242",20,0.213045671920162,0
"243",20,0.248102904796585,0
"244",20,0.250909792545339,1
"245",21,0.208814877989031,0
"246",21,0.215546775901705,0
"247",22,0.246981264390413,1
"248",19,0.255733515933629,0
"249",23,0.241943773535201,1
"250",21,0.284946747860384,1
"251",21,0.277802986818722,1
"252",21,0.256381512597914,1
"253",21,0.259922458687476,1
"254",19,0.280962326883442,1
"255",25,0.19905188235846,1
"256",20,0.249112513284857,0
"257",20,0.235873696795326,0
"258",20,0.229692976560479,0
"259",17,0.291570041663419,1
"260",17,0.252357974745992,0
"261",18,0.2944492687923,1
"262",22,0.236677445092857,1
"263",23,0.218586091436906,1
"264",18,0.274001080246882,0
"265",23,0.214260297727899,1
"266",22,0.20257463034356,0
"267",18,0.297408329354956,1
"268",19,0.27263869062901,1
"269",21,0.252187471930002,1
"270",17,0.281040746190671,0
"271",19,0.261525696469326,0
"272",16,0.257010011112448,0
"273",21,0.220797552506146,0
"274",19,0.254971106325784,0
"275",17,0.279791208867853,0
"276",19,0.266417745371684,1
"277",21,0.218488279054061,0
"278",25,0.194068521165942,1
"279",20,0.207323014971453,0
"280",19,0.276942971200143,1
"281",20,0.279722851107263,1
"282",23,0.259038726808028,1
"283",17,0.275120937504305,0
"284",21,0.236985865205507,0
"285",21,0.212101920289652,0
"286",21,0.229438750758058,0
"287",19,0.272418264972242,1
"288",19,0.2749418389254,1
"289",18,0.27959985937805,1
"290",16,0.266120778747988,0
"291",18,0.263066581395564,0
"292",23,0.2119921961335,0
"293",18,0.272614961533332,0
"294",20,0.278587538230617,1
"295",20,0.217331119180673,0
"296",22,0.219302273723888,0
"297",23,0.236440206043079,1
"298",22,0.25963998330309,1
"299",19,0.246265017572855,0
"300",22,0.187203497237367,0
"301",20,0.225585137479118,0
"302",19,0.254358970242973,0
"303",17,0.300849068393593,1
"304",17,0.259719242286748,0
"305",21,0.199141857359839,0
"306",21,0.244789535861291,1
"307",26,0.216760745948594,1
"308",21,0.267370471195581,1
"309",22,0.214322921933211,0
"310",21,0.229820497143588,0
"311",21,0.234896086584207,0
"312",25,0.154673592492107,0
"313",21,0.224202336290962,0
"314",22,0.258331614099338,1
"315",17,0.301618768062396,1
"316",20,0.255515714557717,1
"317",23,0.211416371606215,0
"318",19,0.243382943869425,0
"319",21,0.26759591105688,1
"320",18,0.281734173563493,1
"321",22,0.220438050459654,0
"322",22,0.214751022575116,0
"323",25,0.173939102834853,0
"324",21,0.234836839927438,0
"325",19,0.257715663994722,0
"326",20,0.211406997772186,0
"327",21,0.222755987424896,0
"328",22,0.209204704232963,0
"329",20,0.224790840409399,0
"330",21,0.237083404914966,0
"331",22,0.247597434534011,1
"332",22,0.209775830074261,0
"333",20,0.240742410903538,0
"334",21,0.252523282670764,1
"335",21,0.227709189285892,0
"336",17,0.264578357285621,0
"337",24,0.216053731743171,1
"338",21,0.202035514112733,0
"339",20,0.21319294137231,0
"340",22,0.228337078179471,1
"341",17,0.249345493532591,0
"342",17,0.274593448809095,0
"343",24,0.195989637921679,0
"344",19,0.273801564217037,1
"345",22,0.252235964635996,1
"346",21,0.230038662216069,0
"347",18,0.270943874863051,0
"348",20,0.249192693820333,0
"349",21,0.249968404970979,1
"350",19,0.294642078276791,1
"351",19,0.270991760099176,1
"352",21,0.211535982091724,0
"353",21,0.266164502772518,1
"354",21,0.228447198686164,0
"355",20,0.249450176295076,0
"356",20,0.266707611587032,1
"357",17,0.257202444689582,0
"358",21,0.269156557375471,1
"359",21,0.263375286683705,1
"360",26,0.173910650185542,0
"361",18,0.274033531411033,0
"362",22,0.255589796856087,1
"363",20,0.26191617057719,1
"364",19,0.264170666292609,1
"365",21,0.212459716166197,0
"366",17,0.317293005363612,1
"367",21,0.246608262061589,1
"368",23,0.254364316340882,1
"369",23,0.208425865028015,0
"370",19,0.244930270955652,0
"371",21,0.280386466300901,1
"372",20,0.185573873183126,0
"373",22,0.228586894625091,1
"374",20,0.278978559105256,1
"375",21,0.245612730078671,1
"376",20,0.24712023512437,0
"377",20,0.252544525875873,1
"378",15,0.31682158967482,1
"379",18,0.259711430119545,0
"380",17,0.30768804242016,1
"381",21,0.238382895072761,1
"382",20,0.248906774216831,0
"383",22,0.220759002883616,0
"384",21,0.224156364264685,0
"385",17,0.30668703144172,1
"386",18,0.27254760098734,0
"387",18,0.265416043874189,0
"388",20,0.281306139261801,1
"389",21,0.24184462260778,1
"390",19,0.250297556401845,0
"391",21,0.219749306349373,0
"392",23,0.252844957773157,1
"393",20,0.245070585118582,0
"394",23,0.170535752975494,0
"395",18,0.285000509905427,1
"396",18,0.276566901306991,1
"397",19,0.280178690638506,1
"398",24,0.226433992820542,1
"399",18,0.281861349951604,1
"400",18,0.273908161116968,0
"401",20,0.264152601931232,1
"402",19,0.295804478282399,1
"403",20,0.26814455354065,1
"404",23,0.233246797885493,1
"405",19,0.277472453401964,1
"406",22,0.197989480825196,0
"407",20,0.261064956342609,1
"408",20,0.256776114357748,1
"409",21,0.232889095176836,0
"410",17,0.295545783736385,1
"411",21,0.236458649567745,0
"412",24,0.209487568449377,1
"413",20,0.246353574415431,0
"414",21,0.2059548431435,0
"415",19,0.270663074716961,1
"416",21,0.212431985886543,0
"417",20,0.275108345965922,1
"418",20,0.213030946703398,0
"419",23,0.200380477332297,0
"420",22,0.245480172548068,1
"421",20,0.274718010357376,1
"422",18,0.281207344625232,1
"423",22,0.237475981156501,1
"424",23,0.258790164915727,1
"425",23,0.20687192830993,0
"426",19,0.299591077889353,1
"427",22,0.236144692000817,1
"428",21,0.24486230531944,1
"429",20,0.220619766642871,0
"430",20,0.229545043623354,0
"431",21,0.245465793385426,1
"432",17,0.274795500429847,0
"433",21,0.267672113750353,1
"434",18,0.26885317349481,0
"435",21,0.23283542443588,0
"436",18,0.286338257448928,1
"437",20,0.210697024936784,0
"438",23,0.174592325741747,0
"439",21,0.217796715563059,0
"440",21,0.246277561460132,1
"441",19,0.255015631081319,0
"442",20,0.242451009828723,0
"443",20,0.234127214682788,0
"444",20,0.270904798627753,1
"445",21,0.235405213058551,0
"446",20,0.25818268983578,1
"447",18,0.282824052916777,1
"448",19,0.274515580660125,1
"449",21,0.255245302750846,1
"450",21,0.195765571671491,0
"451",18,0.2801713231466,1
"452",20,0.237114876008947,0
"453",22,0.240525881558246,1
"454",25,0.175997697184699,0
"455",22,0.230857501502536,1
"456",20,0.272364328965184,1
"457",18,0.273224481467868,0
"458",23,0.194257326236286,0
"459",19,0.260135575439111,0
"460",20,0.216520271662037,0
"461",22,0.225322303983146,1
"462",22,0.248918162900298,1
"463",24,0.197129741520918,0
"464",18,0.255982479424727,0
"465",24,0.218932716841298,1
"466",19,0.266268282489022,1
"467",21,0.235553225993767,0
"468",20,0.235506159065472,0
"469",21,0.221311412522414,0
"470",21,0.262090706269221,1
"471",16,0.317366387849898,1
"472",21,0.185627242873901,0
"473",19,0.250299740040072,0
"474",20,0.252831073026058,1
"475",20,0.26107358372679,1
"476",20,0.265176784945476,1
"477",21,0.225241213605667,0
"478",18,0.271672800815965,0
"479",20,0.252005734891698,1
"480",20,0.264837085573835,1
"481",22,0.219467951551006,0
"482",21,0.222516175028453,0
"483",22,0.161414583881573,0
"484",21,0.22981477239951,0
"485",21,0.254896136003704,1
"486",20,0.226075796543451,0
"487",20,0.240540714196006,0
"488",19,0.248088076892763,0
"489",19,0.270769888399609,1
"490",22,0.237480846964515,1
"491",17,0.307753427673149,1
"492",20,0.263259806481582,1
"493",20,0.242879535007809,0
"494",22,0.205495373993463,0
"495",21,0.25922955891284,1
"496",16,0.325086289502377,1
"497",18,0.286425809421203,1
"498",20,0.24133031077483,0
"499",21,0.231302792837507,0
"500",19,0.25042507097756,0
"501",18,0.270460951704372,0
"502",19,0.270424936278129,1
"503",22,0.237600687311085,1
"504",25,0.19043357191876,1
"505",25,0.206882318143352,1
"506",20,0.282702703628045,1
"507",21,0.227197134007945,0
"508",21,0.268208060160391,1
"509",23,0.245069762060157,1
"510",20,0.27886585376474,1
"511",22,0.187934950453208,0
"512",18,0.262441759162987,0
"513",20,0.251068782263111,1
"514",20,0.277547072682495,1
"515",20,0.267651655465713,1
"516",25,0.182578201165764,0
"517",21,0.242391163050456,1
"518",21,0.237166809780757,0
"519",17,0.276802479949782,0
"520",20,0.253990589361143,1
"521",20,0.221211732969841,0
"522",20,0.243869943104238,0
"523",22,0.204112611118384,0
"524",18,0.265308590899621,0
"525",19,0.290214104358344,1
"526",23,0.19638010879049,0
"527",20,0.23671707934773,0
"528",19,0.2450094923686,0
"529",21,0.226920059525276,0
"530",15,0.298447812273923,0
"531",19,0.258621035016704,0
"532",16,0.286581089509103,0
"533",19,0.261551779236957,0
"534",20,0.243854979201232,0
"535",20,0.232300962566581,0
"536",17,0.301684113540569,1
"537",19,0.27344706475593,1
"538",22,0.20500219589139,0
"539",19,0.252021841423647,0
"540",23,0.236245656904513,1
"541",18,0.237480776852208,0
"542",22,0.22698929709447,1
"543",20,0.24721206907103,0
"544",20,0.251744250175418,1
"545",21,0.230187599035551,0
"546",18,0.277030139297776,1
"547",21,0.246762806151075,1
"548",19,0.251468636203319,0
"549",21,0.234075356817985,0
"550",18,0.275172451920361,1
"551",21,0.265657498888225,1
"552",17,0.261088967314176,0
"553",19,0.234055712567981,0
"554",24,0.229016065939194,1
"555",21,0.250502350318989,1
"556",19,0.284752501736858,1
"557",20,0.232297347481141,0
"558",24,0.215607646373333,1
"559",23,0.218924477397155,1
"560",21,0.227654477138689,0
"561",20,0.276851342582534,1
"562",23,0.208814157484348,0
"563",21,0.267031217420825,1
"564",21,0.236100594156645,0
"565",19,0.250823610991456,0
"566",18,0.263336762516771,0
"567",19,0.282482344523847,1
"568",20,0.273651236543211,1
"569",21,0.221866121457796,0
"570",19,0.260211748214243,0
"571",21,0.256953352985751,1
"572",19,0.256864662455339,0
"573",19,0.275206166998278,1
"574",17,0.261704573854961,0
"575",21,0.230946677354695,0
"576",23,0.204298761111678,0
"577",20,0.255608901678496,1
"578",18,0.266244065691266,0
"579",17,0.276079984614406,0
"580",20,0.228995382067337,0
"581",22,0.193994860027573,0
"582",20,0.257423569515653,1
"583",20,0.25716796193774,1
"584",20,0.237103759873562,0
"585",21,0.23798495960157,1
"586",19,0.252171101209885,0
"587",19,0.268631877750331,1
"588",20,0.289499150588255,1
"589",20,0.216799229694534,0
"590",23,0.203810567278849,0
"591",18,0.284004553488524,1
"592",19,0.256531692423126,0
"593",22,0.227576008546189,1
"594",18,0.30342621306341,1
"595",21,0.225935771808095,0
"596",24,0.227355016156007,1
"597",18,0.293791282339106,1
"598",19,0.260360625432239,0
"599",23,0.205855762350744,0
"600",21,0.207379637958565,0
"601",20,0.264943110489925,1
"602",21,0.246032678717424,1
"603",22,0.225065367750135,1
"604",20,0.271353130395748,1
"605",19,0.275715915373022,1
"606",19,0.237994197055702,0
"607",23,0.208831315892178,0
"608",22,0.234811361681749,1
"609",20,0.272978660990939,1
"610",20,0.279523031654551,1
"611",19,0.259469911210719,0
"612",16,0.286741909376297,0
"613",24,0.230043722403576,1
"614",21,0.227423260437902,0
"615",18,0.271832547908695,0
"616",21,0.25001183830392,1
"617",21,0.242086131695974,1
"618",19,0.258965801268867,0
"619",15,0.306089420133194,0
"620",21,0.227416355124827,0
"621",20,0.263262518963581,1
"622",21,0.245330235127969,1
"623",16,0.275515348772793,0
"624",20,0.290138306476478,1
"625",18,0.29831345466369,1
"626",20,0.275849990181396,1
"627",23,0.227633997571889,1
"628",24,0.205067413215585,1
"629",18,0.266925869535493,0
"630",20,0.240896763103942,0
"631",23,0.223569521730664,1
"632",21,0.273214287056282,1
"633",23,0.240610427636195,1
"634",22,0.20332283773023,0
"635",18,0.28232769924756,1
"636",20,0.235962574364266,0
"637",21,0.246440539032257,1
"638",20,0.236628469425555,0
"639",21,0.239762763198083,1
"640",21,0.259790407278285,1
"641",22,0.230947627094215,1
"642",22,0.216013258662219,0
"643",19,0.247905176821209,0
"644",20,0.293623833270251,1
"645",22,0.237484513546647,1
"646",17,0.30602492672877,1
"647",20,0.28894301320597,1
"648",18,0.240381823014133,0
"649",20,0.246319198217847,0
"650",21,0.217569898522082,0
"651",18,0.252628419332679,0
"652",25,0.188910506690616,1
"653",17,0.295801707033552,1
"654",20,0.265897216057975,1
"655",21,0.195863996953484,0
"656",20,0.237596926805833,0
"657",24,0.187679610622547,0
"658",20,0.254463478370232,1
"659",20,0.250756989773918,1
"660",20,0.237879701853451,0
"661",17,0.282203790531885,0
"662",22,0.239299428771263,1
"663",20,0.260059991798937,1
"664",18,0.268912761356211,0
"665",21,0.214595431929915,0
"666",21,0.232454050072204,0
"667",20,0.246825894315643,0
"668",22,0.213615449358021,0
"669",18,0.292631712164675,1
"670",19,0.242110745195019,0
"671",23,0.237248274291668,1
"672",20,0.255872679942642,1
"673",22,0.223081927325322,0
"674",22,0.187787060730281,0
"675",17,0.270562883360316,0
"676",20,0.206838536010363,0
"677",23,0.187827362615151,0
"678",21,0.229607443646606,0
"679",19,0.246535044067607,0
"680",20,0.268915234333678,1
"681",20,0.245260709903078,0
"682",22,0.207132901246928,0
"683",19,0.224084371974725,0
"684",24,0.220981438981458,1
"685",21,0.217494507951979,0
"686",21,0.23757757935492,1
"687",21,0.214715638283539,0
"688",23,0.198944404514697,0
"689",22,0.208451901043172,0
"690",17,0.27653279017191,0
"691",20,0.266252670439823,1
"692",21,0.255641480207743,1
"693",20,0.221427395059471,0
"694",18,0.273357912916496,0
"695",19,0.276773950419163,1
"696",19,0.235008723861896,0
"697",19,0.23151091107656,0
"698",21,0.225327376215064,0
"699",21,0.224826550986013,0
"700",20,0.271395815763702,1
"701",21,0.248159410043001,1
"702",18,0.263849617460278,0
"703",20,0.268156880845882,1
"704",21,0.213865797656082,0
"705",17,0.326808660547838,1
"706",16,0.302762162360088,1
"707",22,0.203702775836079,0
"708",19,0.287066082358314,1
"709",18,0.293692394899491,1
"710",17,0.283647271762456,0
"711",19,0.29184185400683,1
"712",22,0.249297194818177,1
"713",22,0.226074994219384,1
"714",23,0.242192379829466,1
"715",21,0.216401232069495,0
"716",21,0.224288634624422,0
"717",16,0.310993243214516,1
"718",22,0.220253932421471,0
"719",21,0.272096221745647,1
"720",19,0.267444377977852,1
"721",22,0.255308512431874,1
"722",16,0.302245282227024,1
"723",24,0.226432313882786,1
"724",17,0.280420370069486,0
"725",21,0.247109108111866,1
"726",23,0.206803493324253,0
"727",20,0.257942562995683,1
"728",21,0.253999784548296,1
"729",21,0.247978986095141,1
"730",20,0.268508968081518,1
"731",19,0.242435825631643,0
"732",21,0.222963301927318,0
"733",22,0.243974472858442,1
"734",20,0.250441267187293,1
"735",21,0.223035015916367,0
"736",17,0.278415906530497,0
"737",21,0.254945877740232,1
"738",22,0.231933291129051,1
"739",22,0.219757003493185,0
"740",18,0.301018590287329,1
"741",19,0.276724828545348,1
"742",21,0.250927680538873,1
"743",22,0.242421469090518,1
"744",21,0.239604711547918,1
"745",19,0.258275916722283,0
"746",16,0.287589776825046,0
"747",22,0.232970430296672,1
"748",20,0.263662500726897,1
"749",21,0.226816299913703,0
"750",19,0.283003975068734,1
"751",20,0.257786875792865,1
"752",21,0.236928466776466,0
"753",18,0.283129067046111,1
"754",18,0.29925559332014,1
"755",20,0.234363217225634,0
"756",20,0.2373741202001,0
"757",19,0.270288425804105,1
"758",17,0.273901179686902,0
"759",21,0.270593502655414,1
"760",21,0.216415454008162,0
"761",18,0.264455930259874,0
"762",20,0.220002227867431,0
"763",22,0.222516177711237,0
"764",20,0.280077327361682,1
"765",18,0.27559936555679,1
"766",18,0.253598551089011,0
"767",21,0.253936712185635,1
"768",20,0.232896433722038,0
"769",17,0.318673874264351,1
"770",19,0.227830383951584,0
"771",21,0.208688805748315,0
"772",21,0.230604685100328,0
"773",18,0.273392401556042,0
"774",20,0.227500881315167,0
"775",19,0.24548115480516,0
"776",20,0.233276486992232,0
"777",18,0.318562905701675,1
"778",24,0.218936125481244,1
"779",20,0.237565627140315,0
"780",24,0.19537656908558,0
"781",19,0.227787565424702,0
"782",22,0.219644394301406,0
"783",21,0.210383284327204,0
"784",18,0.287848610296588,1
"785",19,0.243246212720135,0
"786",22,0.278171208615356,1
"787",20,0.257168980161003,1
"788",25,0.203867958289773,1
"789",23,0.19488806843404,0
"790",23,0.234576407683288,1
"791",20,0.245214652189729,0
"792",20,0.238291483595141,0
"793",24,0.160266257178447,0
"794",18,0.281075485320902,1
"795",17,0.290016497260456,1
"796",22,0.208712273747872,0
"797",24,0.207124199509801,1
"798",19,0.300262678022351,1
"799",20,0.26887691393363,1
"800",22,0.225763021853427,1
"801",21,0.241318357839582,1
"802",20,0.210350258426699,0
"803",25,0.173161391676638,0
"804",22,0.213018437694555,0
"805",18,0.253920833401858,0
"806",22,0.215326112284921,0
"807",20,0.256738891064797,1
"808",19,0.230403449880329,0
"809",21,0.23267736965583,0
"810",19,0.280147791300658,1
"811",18,0.302596945739818,1
"812",20,0.265961653555236,1
"813",21,0.271247221971935,1
"814",19,0.298899921695321,1
"815",18,0.284534010269788,1
"816",20,0.275468217263908,1
"817",16,0.33629825631997,1
"818",17,0.279201034579605,0
"819",21,0.247433323080497,1
"820",22,0.218606607230472,0
"821",21,0.212571183620198,0
"822",21,0.199015483756447,0
"823",16,0.284340828855065,0
"824",19,0.26314228671082,1
"825",18,0.305988698546963,1
"826",19,0.255398779879122,0
"827",19,0.290825230698123,1
"828",21,0.234379078064136,0
"829",20,0.276170850984859,1
"830",20,0.239144767054176,0
"831",17,0.287279125292547,0
"832",18,0.307246569593359,1
"833",19,0.206895977035987,0
"834",25,0.203585758579577,1
"835",18,0.27941938422233,1
"836",20,0.242313521214611,0
"837",20,0.237789117385108,0
"838",20,0.279886076029482,1
"839",21,0.281264969279131,1
"840",17,0.303502040949925,1
"841",17,0.273413916194753,0
"842",20,0.254219312543834,1
"843",18,0.307499923349677,1
"844",21,0.249410941069863,1
"845",20,0.215475350071403,0
"846",19,0.240904124877896,0
"847",16,0.32414996655593,1
"848",18,0.292749441552599,1
"849",22,0.210303361593757,0
"850",19,0.270587037162849,1
"851",23,0.204718916506983,0
"852",17,0.286072009623938,0
"853",21,0.239927756364537,1
"854",17,0.27636627305577,0
"855",18,0.292514338051429,1
"856",19,0.295905234541317,1
"857",18,0.230883033005878,0
"858",18,0.292386276904023,1
"859",20,0.259629308289471,1
"860",19,0.254659697565842,0
"861",18,0.325917243561929,1
"862",20,0.242703477022299,0
"863",18,0.293168256325401,1
"864",20,0.212314779545729,0
"865",20,0.266897303519015,1
"866",22,0.217438288911332,0
"867",19,0.259600412702381,0
"868",22,0.200506978242599,0
"869",23,0.216740633619886,1
"870",22,0.228207461798162,1
"871",21,0.216871971472367,0
"872",21,0.263988587302302,1
"873",19,0.222147894588975,0
"874",19,0.252150794671475,0
"875",20,0.268925218394827,1
"876",24,0.181030771563686,0
"877",21,0.266674583133842,1
"878",19,0.275787288174849,1
"879",20,0.262558855976521,1
"880",21,0.229453133293089,0
"881",19,0.251583647245835,0
"882",15,0.292299643204564,0
"883",21,0.288553101497565,1
"884",19,0.261851641122123,0
"885",19,0.243004547782484,0
"886",21,0.230904223854203,0
"887",20,0.244358301472473,0
"888",16,0.309590941943538,1
"889",19,0.296899708518003,1
"890",21,0.244588249940909,1
"891",22,0.210457634906644,0
"892",19,0.25704468918886,0
"893",19,0.267122128390198,1
"894",22,0.228793491287474,1
"895",22,0.242400620323265,1
"896",20,0.280917444561269,1
"897",19,0.261069468926985,0
"898",18,0.275043858321625,1
"899",22,0.231831522401321,1
"900",21,0.241589242674382,1
"901",20,0.255122508098296,1
"902",19,0.264813176606008,1
"903",19,0.28402588388347,1
"904",19,0.25167866536185,0
"905",17,0.254873131795267,0
"906",18,0.289375873198986,1
"907",23,0.229390067202448,1
"908",19,0.276817410523017,1
"909",20,0.221108574080298,0
"910",18,0.273558384670049,0
"911",20,0.265687589876067,1
"912",21,0.221085426515101,0
"913",18,0.258855487013698,0
"914",19,0.2660542033962,1
"915",21,0.251652289369274,1
"916",21,0.254934353459063,1
"917",21,0.273493240019973,1
"918",21,0.220738269507242,0
"919",18,0.283898844404609,1
"920",24,0.230200844232771,1
"921",18,0.257913087099018,0
"922",18,0.278238823858001,1
"923",21,0.218769126664183,0
"924",20,0.257179645290489,1
"925",18,0.270182991604987,0
"926",20,0.246443961608365,0
"927",23,0.231163415498294,1
"928",23,0.219644129573976,1
"929",20,0.232336184783366,0
"930",21,0.263282108320281,1
"931",20,0.291285201860018,1
"932",18,0.269505809927062,0
